Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
India,Bhilwara,56.09766533374353,1.0,Good,25.0,Good,5.0,Good,55.373432449275214,L3,145.21786664933148,8.902280367,L3,Unhealthy
Italy,Troina,41.0,1.0,Good,41.0,Good,0.0,Good,39.0,L0,113.6052839,6.312456511,L0,Good
United States of America,Northport,63.0,1.0,Good,19.0,Good,2.4743354338349244,Good,63.0,L1,178.8610511,13.96733804,L1,Moderate
Spain,Camargo,42.0,1.0,Good,42.0,Good,0.450952674753081,Good,15.0,L0,108.0343097,7.889007142,L0,Good
Germany,Taufkirchen,68.0,1.0,Good,31.278585795519927,Moderate,0.0,Good,68.0,L1,191.8341484,1.578481415,L1,Moderate
Brazil,Ponte Nova,44.0,1.0,Good,12.0,Good,2.0,Good,44.0,L0,99.05823675,-1.549314981,L0,Good
India,Nanjangud,76.0,1.0,Good,15.0,Good,5.0,Good,76.0,L1,209.1337292,9.596476594,L1,Moderate
Portugal,Ovar,41.0,1.0,Good,41.0,Good,0.0,Good,20.0,L0,124.4551582,1.337730069,L0,Good
Colombia,Caicedonia,71.0,1.0,Good,25.0,Good,1.0,Good,71.0,L1,202.2407869,0.166281285,L1,Moderate
Nicaragua,Boaco,60.0,1.0,Good,15.0,Good,1.0,Good,60.0,L1,168.1220799,5.217412665,L1,Moderate
Brazil,Sao Jose De Mipibu,24.0,1.0,Good,20.0,Good,1.0,Good,24.0,L0,62.25167622,0.353387804,L0,Good
Brazil,Sao Gabriel,18.0,1.0,,15.0,Good,1.0,Good,18.0,L0,58.41983695,9.400947302,L0,Good
India,Murbad,52.03598094368808,1.0,Good,27.0,Good,1.0,Good,49.71071006103088,L2,135.24035406334485,-1.067995322,L2,Unhealthy for Sensitive Groups
France,Avion,47.0,1.0,Good,38.0,Good,1.0,Good,47.0,L0,135.1666125,0.436770775,L0,Good
Russian Federation,Shatura,40.0,1.0,,40.0,Good,2.0,Good,31.0,L0,126.2332051,3.798851506,L0,Good
India,Nawashahr,110.42575263277212,1.0,Good,31.0,Unhealthy,1.0,Good,118.0,L2,280.61935105760597,5.702375852,L2,Unhealthy
Russian Federation,Maloyaroslavets,39.0,1.0,Good,39.0,Good,0.0,Good,19.0,L0,101.1783825,-3.48888197,L0,Good
Tunisia,Bu Salim,56.0,1.0,Good,56.0,Moderate,0.0,Good,23.0,L0,164.38929,5.487005352,L0,Moderate
France,Olivet,38.0,1.0,,31.0,Good,2.0,Good,38.0,L0,95.13337193,5.03993161,L0,Good
France,Briancon,54.0,1.0,Good,38.0,Good,1.3734996576679013,Good,54.0,L1,147.6793766,1.355777553,L1,Moderate
Turkey,Tatvan,45.0,1.0,Good,45.0,Good,0.0,Good,43.0,L0,109.7717479,0.794325278,L0,Good
Spain,Montilla,34.0,1.0,,28.0,Good,3.0,Good,34.0,L0,87.33060313,4.082431221,L0,Good
Mexico,Allende,88.0,1.0,Good,28.0,Good,2.0,Good,88.0,L1,223.5548133,8.058305874,L1,Moderate
Iran (Islamic Republic of),Shahrud,59.0,1.0,Good,44.0,Good,0.0,Good,59.0,L1,142.7337968,5.439104722,L1,Moderate
United States of America,Berkeley,46.0,1.0,Good,33.0,Good,3.0,Good,46.0,L0,119.7023351,0.01723373,L0,Good
Croatia,Nova Gradiska,58.0,1.0,Good,31.0,Good,1.0,Good,58.0,L1,146.0036381,3.005838197,L1,Moderate
Brazil,Uniao,34.0,1.0,Good,19.0,Good,0.0,Good,34.0,L0,94.86635956,0.719997064,L0,Good
Japan,Ogawara,66.0,1.0,Good,20.0,Good,2.2380735806362413,Good,66.0,L1,178.9300437,4.111809821,L1,Moderate
Malaysia,Tapah,51.0,1.0,Good,42.0,Good,0.0,Good,51.0,L1,133.3533978,7.575368659,L1,Moderate
Brazil,Capim Grosso,25.0,1.0,Good,13.0,Good,0.0,Good,25.0,L0,61.58981544,8.283752488,L0,Good
Argentina,Ushuaia,13.0,1.0,Good,13.0,Good,0.0,Good,0.0,L0,30.45148489,-2.949910525,L0,Good
Uzbekistan,Gurlan,60.0,1.0,Good,44.0,Good,0.0,Good,60.0,L1,152.2970768,5.654587796,L1,Moderate
United Republic of Tanzania,Makungu,21.0,1.0,Good,19.0,Good,0.0,Good,21.0,L0,60.36955854,0.805678044,L0,Good
Philippines,Calintaan,32.0,1.0,Good,25.0,Good,1.2734352126545911,Good,32.0,L0,85.43204049,-4.516712933,L0,Good
Belgium,Aubange,30.0,1.0,Good,28.0,Good,3.0,Good,30.0,L0,68.20891786,4.577851784,L0,Good
Brazil,Itaqui,12.0,1.0,Good,12.0,Good,0.0,Good,8.0,L0,25.02771713,7.228530132,L0,Good
Russian Federation,Sunzha,40.0,1.0,,31.0,Good,1.0,Good,40.0,L0,98.57467831,3.613583736905565,L0,Good
Russian Federation,Kirs,30.0,1.0,Good,30.0,Good,0.0,Good,11.0,L0,84.72002271,0.04053185,L0,Good
India,Kapurthala,53.518620037140245,1.0,Good,29.970351842973592,Unhealthy for Sensitive Groups,1.0,Good,50.12818085618779,L4,138.66824433569454,8.500566865,L4,Very Unhealthy
United States of America,Muskego,58.0,1.0,Good,18.0,Good,2.3470302134777743,Good,58.0,L1,146.0666119,11.3912914,L1,Moderate
India,Rewari,52.14485171018388,1.0,Good,31.992323173419514,Unhealthy for Sensitive Groups,0.0,Good,48.09566217938329,L3,135.33859502351524,3.279821196,L3,Unhealthy
Brazil,Santo Anastacio,42.0,1.0,Good,14.0,Good,1.0,Good,42.0,L0,110.4788878,3.698087782,L0,Good
United States of America,Signal Hill,110.0,1.0,Good,5.0,Good,3.652455800773267,Good,110.0,L2,275.2050703,11.27647741,L2,Unhealthy for Sensitive Groups
Myanmar,Paungde,33.0,1.0,Good,17.0,Good,0.0,Good,33.0,L0,81.71836377,3.280099756,L0,Good
India,Gundlupet,57.0,1.0,Good,21.0,Good,0.0,Good,57.0,L1,138.660101,8.507667305,L1,Moderate
Czechia,Blansko,75.0,1.0,Good,37.0,Good,1.0,Good,75.0,L1,198.4256727,2.377479477,L1,Moderate
Mexico,Caborca,85.0,1.0,,24.0,Good,1.0,Good,85.0,L1,224.4276903,-0.269655553,L1,Moderate
Ethiopia,Dubti,54.08673706922077,1.0,Good,34.0,Good,0.0,Good,49.065805612960965,L3,139.8290592252869,16.35371735,L3,Unhealthy
United States of America,South Holland,73.0,1.0,Good,17.0,Good,2.4554454399702426,Good,73.0,L1,193.2247141,4.180000284,L1,Moderate
Russian Federation,Krasnogorskiy,35.0,1.0,Good,35.0,Good,1.0,Good,12.0,L0,88.41663319,0.274350115,L0,Good
India,Rajampet,92.0,1.0,Good,26.0,Good,0.0,Good,92.0,L1,240.6486413,7.457591283,L1,Moderate
United States of America,Apple Valley,64.0,1.0,Good,35.0,Good,4.0,Good,64.0,L1,167.7598585,4.463081917,L1,Moderate
Mexico,Felipe Carrillo Puerto,86.0,1.0,Good,31.0,Good,0.0,Good,86.0,L1,221.9267993,6.484512908,L1,Moderate
Ukraine,Ichnya,50.0,1.0,,35.0,Good,0.0,Good,50.0,L0,122.5883733,1.728259896,L0,Good
Brazil,Jatai,25.0,1.0,Good,4.0,Good,2.0535665030710866,Good,25.0,L0,66.41146119,3.77808229,L0,Good
Malaysia,Marang,70.0,1.0,Good,38.0,Good,0.0,Good,70.0,L1,191.4153766,7.771332017,L1,Moderate
Spain,Calvia,49.0,1.0,Good,31.0,Good,0.0,Good,20.0,L0,122.3750661,-0.128875762,L0,Good
Jordan,Suf,78.0,1.0,Good,48.0,Good,3.0,Good,78.0,L1,188.3545322,-0.907104411,L1,Moderate
Brazil,Juazeiro Do Norte,32.0,1.0,Good,11.0,Good,2.0,Good,32.0,L0,90.90654831,9.681587869,L0,Good
Brazil,Sete Lagoas,54.183725044723126,1.0,,0.0,Good,2.967811329862661,Good,58.56737153598643,L2,140.55863765248452,10.29253793,L2,Unhealthy for Sensitive Groups
Brazil,Itaquitinga,50.0,1.0,Good,15.0,Good,3.0,Good,50.0,L0,133.6748167,9.975278678,L0,Good
Egypt,Dekernes,81.0,1.0,Good,31.0,Moderate,4.0,Good,56.0,L1,202.8936123,8.388933619,L1,Moderate
Poland,Jawor,63.0,1.0,Good,24.0,Good,3.0,Good,63.0,L1,172.9416088,-1.084120629,L1,Moderate
Mexico,Cuautitlan Izcalli,55.298733135604785,1.0,Good,31.0,Good,1.916906597939906,Good,51.68452550881047,L4,142.90521030670922,16.84812544,L4,Very Unhealthy
,Mergui,51.0,1.0,Good,19.0,Good,0.0,Good,51.0,L1,136.4542099,3.926027164,L1,Moderate
Venezuela (Bolivarian Republic of),San Mateo,58.0,1.0,Good,15.0,Good,7.0,Good,58.0,L1,149.8338966,5.952213519,L1,Moderate
Colombia,Turbana,101.0,1.0,Good,18.0,Good,2.0,Good,101.0,L2,253.3320835,1.946074043,L2,Unhealthy for Sensitive Groups
Philippines,Lutayan,53.0,1.0,Good,24.0,Good,0.0,Good,53.0,L1,126.6482632,5.465233981,L1,Moderate
United States of America,Vincennes,43.0,1.0,Good,43.0,Good,5.0,Good,43.0,L0,113.212314,12.02875549,L0,Good
United Kingdom of Great Britain and Northern Ireland,Heywood,38.0,1.0,Good,31.0,Good,1.0,Good,38.0,L0,84.15672422,5.600776523,L0,Good
United Republic of Tanzania,Kandete,23.0,1.0,Good,16.0,Good,0.0,Good,23.0,L0,60.78174955,-3.597938288,L0,Good
Indonesia,Ungaran,76.0,1.0,Good,42.0,Good,1.0,Good,76.0,L1,201.6904474,13.75337345,L1,Moderate
Mali,Kolondieba,43.0,1.0,Good,31.0,Good,0.0,Good,43.0,L0,119.5810868,1.241019932,L0,Good
India,Bankura,54.079240408996036,1.0,Good,33.0,Good,1.6274290412083228,Good,50.173626306141195,L3,140.0385298641754,9.211042763,L3,Unhealthy
Mexico,Platon Sanchez,80.0,1.0,Good,13.0,Good,7.0,Good,80.0,L1,199.859112,0.973493402,L1,Moderate
Greece,Nikaia,69.0,1.0,Good,38.0,Good,1.586723059184158,Good,69.0,L1,180.3375102,-0.178225546,L1,Moderate
Japan,Komae,52.0,1.0,Good,52.0,Moderate,4.0,Good,50.0,L0,150.042129,1.575440254,L0,Moderate
Ukraine,Kirovohrad,67.0,1.0,,41.0,Good,0.0,Good,67.0,L1,174.2103949,-1.247991213,L1,Moderate
United States of America,Lincolnwood,92.0,1.0,Good,5.0,Good,3.5274604104394838,Good,92.0,L1,246.8641559,18.05604879,L1,Moderate
Spain,Manresa,73.0,1.0,,25.0,Good,3.0,Good,73.0,L1,198.7583218,-3.787488788,L1,Moderate
Germany,Bad Essen,34.0,1.0,Good,34.0,Good,1.0,Good,20.0,L0,98.77547553,3.978429776,L0,Good
United States of America,Kewanee,59.0,1.0,Good,36.0,Good,2.0,Good,59.0,L1,166.8388447,0.826990767,L1,Moderate
India,Hingoli,53.25760922582331,1.0,,31.0,Good,3.0,Good,50.77978120760163,L3,138.33379344456185,-2.36092339,L3,Unhealthy
Mauritius,Baie Du Tombeau,32.0,1.0,Good,31.0,Good,0.0,Good,32.0,L0,74.04480611,3.168921482,L0,Good
Russian Federation,Goyty,71.0,1.0,Good,31.0,Good,1.0,Good,71.0,L1,174.6523809,-0.152143572,L1,Moderate
Russian Federation,Volsk,59.0,1.0,,38.0,Good,0.0,Good,59.0,L1,156.8948605,9.282407786,L1,Moderate
Philippines,Angeles,65.0,1.0,Good,22.0,Good,1.0,Good,65.0,L1,159.3291137,4.23229545,L1,Moderate
France,Sarcelles,67.0,1.0,Good,46.0,Good,1.0,Good,67.0,L1,183.6067768,-1.533624088,L1,Moderate
India,Bhadrachalam,96.0,1.0,Good,16.0,Good,3.0,Good,96.0,L1,229.9144403,1.473863618,L1,Moderate
Brazil,Capao Da Canoa,57.0,1.0,Good,16.0,Good,1.0,Good,57.0,L1,135.5828087,6.292372052,L1,Moderate
United States of America,Fairview Shores,96.0,1.0,Good,82.48058375229242,Moderate,1.0,Good,21.0,L0,236.6155175,12.68897082,L0,Moderate
Belgium,Wemmel,44.0,1.0,,27.0,Good,4.0,Good,44.0,L0,119.5831794,4.521189661,L0,Good
Italy,Crevalcore,103.0,1.0,Good,28.0,Good,2.507031833000548,Good,103.0,L2,270.4166269,0.33181693,L2,Unhealthy for Sensitive Groups
Russian Federation,Kholmskaya,40.0,1.0,Good,33.0,Good,2.0,Good,40.0,L0,109.4841325,1.133170411,L0,Good
Japan,Yachiyo,71.0,1.0,Good,31.0,Moderate,2.0,Good,33.0,L0,189.7098915,1.656379595,L0,Moderate
Brazil,Ipubi,14.0,1.0,Good,14.0,Good,0.0,Good,14.0,L0,48.56975537,-0.324001647,L0,Good
Sweden,Malmo,35.0,1.0,Good,35.0,Good,0.0,Good,26.0,L0,101.9594096,7.999294331,L0,Good
France,Sallaumines,50.0,1.0,Good,25.0,Good,4.0,Good,50.0,L0,142.1194399,0.246280101,L0,Good
United States of America,Okmulgee,56.0,1.0,Good,47.0,Good,1.0,Good,56.0,L1,139.6714846,-1.400796971,L1,Moderate
Brazil,Barra Mansa,106.9363260188633,1.0,Good,4.0,Good,3.6039902064076856,Good,113.0,L2,279.515272,3.290551473,L2,Unhealthy for Sensitive Groups
Zambia,Kabwe,27.0,1.0,Good,31.0,Good,0.0,Good,27.0,L0,63.15514652,-3.651528426,L0,Good
United States of America,Omaha,43.0,1.0,,40.0,Good,4.0,Good,43.0,L0,108.4150048,0.487232017,L0,Good
Russian Federation,Bolshoy Kamen,97.0,1.0,Good,58.0,Moderate,2.0,Good,97.0,L1,241.8442363,2.649783144,L1,Moderate
France,Mantes La Jolie,30.0,1.0,Good,28.0,Good,1.0,Good,30.0,L0,87.58282386,12.74648625,L0,Good
Brazil,Teodoro Sampaio,46.0,1.0,Good,9.0,Good,1.0,Good,46.0,L0,120.9707755,4.090819495,L0,Good
India,Bhuban,53.971980507786135,1.0,Good,28.288188250151602,Moderate,2.0,Good,51.39632434766226,L3,139.86225586494885,7.41699819,L3,Unhealthy
Syrian Arab Republic,Masyaf,68.0,1.0,Good,47.0,Good,1.266054042555724,Good,68.0,L1,173.053363,-0.427054911,L1,Moderate
Russian Federation,Zubova Polyana,44.0,1.0,Good,33.0,Good,1.0,Good,44.0,L0,134.833736,-1.660304675,L0,Good
Cameroon,Tchollire,62.0,1.0,Good,20.0,Good,0.0,Good,62.0,L1,177.1102881,8.84704412,L1,Moderate
Mexico,Huitzuco,47.0,1.0,Good,12.0,Good,6.0,Good,47.0,L0,123.635215,-1.954424104,L0,Good
Philippines,Bulihan,75.0,1.0,Good,27.0,Good,5.0,Good,75.0,L1,185.7225503,-9.055684266,L1,Moderate
Netherlands,Leiden,38.0,1.0,Good,38.0,Good,1.0,Good,32.0,L0,97.98225624,3.557238907,L0,Good
Japan,Okinawa,48.0,1.0,Good,32.0,Good,1.0,Good,48.0,L0,109.7241906,1.878994976,L0,Good
India,Virbhadra,105.69756392888988,1.0,Good,30.06652529804709,Unhealthy for Sensitive Groups,0.0,Good,113.0,L2,268.7999611526722,6.727315772,L2,Unhealthy for Sensitive Groups
India,Mallapuram,63.0,1.0,Good,24.0,Good,2.0,Good,63.0,L1,173.5387734,7.554051194,L1,Moderate
United States of America,Niagara Falls,42.0,1.0,Good,31.0,Good,5.0,Good,42.0,L0,105.9083493,1.128584743,L0,Good
Brazil,Paraopeba,50.0,1.0,,9.0,Good,3.0,Good,50.0,L0,118.2100383,6.313609303,L0,Good
Philippines,Malvar,53.0,1.0,Good,23.0,Good,1.0,Good,53.0,L1,142.2516775,-0.479111184,L1,Moderate
India,Kuppam,24.0,1.0,Good,24.0,Good,0.0,Good,24.0,L0,96.36686048,2.07198405,L0,Good
Côte d'Ivoire,Lakota,20.0,1.0,Good,19.0,Good,0.0,Good,20.0,L0,68.3393564,-2.761319163,L0,Good
Papua New Guinea,Port Moresby,23.0,1.0,Good,20.0,Good,1.0,Good,23.0,L0,74.46627121,-0.21061547,L0,Good
Côte d'Ivoire,Affery,50.0,1.0,Good,16.0,Good,0.0,Good,50.0,L0,124.9835332,0.606796086,L0,Good
United States of America,Lebanon,41.0,1.0,Good,41.0,Good,0.0,Good,30.0,L0,112.945824,3.107090084,L0,Good
Russian Federation,Arkhangelsk,28.0,1.0,Good,28.0,Good,1.0,Good,14.0,L0,69.10663435,-1.877912548,L0,Good
Brazil,Ibaiti,17.0,1.0,Good,13.0,Good,0.0,Good,17.0,L0,66.74838362,5.195171303,L0,Good
Myanmar,Henzada,50.0,1.0,Good,23.0,Good,0.0,Good,50.0,L0,115.7969822,3.9242863880017147,L0,Good
India,Kheda,51.66090883781438,1.0,Good,38.0,Good,0.0,Good,46.33373185990076,L3,134.18986221827797,-0.793471805,L3,Unhealthy
Czechia,Jablonec,73.0,1.0,Good,40.0,Good,1.0,Good,73.0,L1,193.4074434,0.716881804,L1,Moderate
Turkey,Afsin,57.0,1.0,Good,38.0,Good,1.0,Good,57.0,L1,132.1729944,5.606095239,L1,Moderate
Colombia,Puerto Tejada,65.0,1.0,Good,4.0,Good,5.0,Good,65.0,L1,176.879896,8.884605162,L1,Moderate
Botswana,Gabane,31.0,1.0,Good,18.0,Good,0.0,Good,31.0,L0,83.2863519,4.980486471,L0,Good
United States of America,Carson,101.0,1.0,Good,31.0,Good,2.6972388831590663,Good,101.0,L2,271.0236255,12.89791723,L2,Unhealthy for Sensitive Groups
Turkey,Tosya,40.0,1.0,Good,40.0,Good,0.0,Good,10.0,L0,110.8883195,7.033910428,L0,Good
Italy,Mandello Del Lario,61.0,1.0,Good,23.0,Good,4.0,Good,61.0,L1,160.8776032,7.779295068,L1,Moderate
Indonesia,Gedangan,53.65688918302967,1.0,Good,54.0,Moderate,2.0,Good,45.192936119564244,L3,139.03204097278467,1.365905761,L3,Unhealthy
Russian Federation,Kizlyar,60.0,1.0,Good,43.0,Good,0.0,Good,60.0,L1,159.9640012,14.90175897,L1,Moderate
United States of America,Greensboro,60.0,1.0,Good,22.0,Good,2.0636985978279365,Good,60.0,L1,157.2992435,3.962030593,L1,Moderate
India,Nirsa,52.2225260537046,1.0,Good,29.795974834282354,Moderate,1.436357946486651,Good,49.447848526968315,L3,135.72695305880256,-2.366598682,L3,Unhealthy
Poland,Wegorzewo,40.0,1.0,Good,40.0,Good,0.0,Good,12.0,L0,105.4132563,-1.398740545,L0,Good
Russian Federation,Tuapse,37.0,1.0,,37.0,Good,0.0,Good,19.0,L0,89.82932545,2.347684122,L0,Good
Turkey,Bulancak,33.0,1.0,Good,33.0,Good,0.0,Good,30.0,L0,79.01571366,0.771122926,L0,Good
Ethiopia,Addis Abeba,59.0,1.0,Good,24.0,Good,1.8241068309013677,Good,59.0,L1,139.45354,-1.920878706,L1,Moderate
Switzerland,Kreuzlingen,48.0,1.0,Good,22.0,Good,7.0,Good,48.0,L0,135.6137096,-0.608100308,L0,Good
Brazil,Novo Cruzeiro,23.0,1.0,Good,12.0,Good,0.0,Good,23.0,L0,60.20609256,1.727559531,L0,Good
Russian Federation,Tselina,45.0,1.0,Good,45.0,Good,0.0,Good,21.0,L0,134.3574419,8.404874581,L0,Good
Iran (Islamic Republic of),Fereydunshahr,110.0,1.0,Good,35.0,Good,0.0,Good,110.0,L2,279.48399782687477,2.610470163,L2,Unhealthy for Sensitive Groups
Germany,Balve,68.0,1.0,Good,36.0,Good,5.0,Good,68.0,L1,189.9226451,-6.440727342,L1,Moderate
Colombia,Itagui,54.40715241530585,1.0,Good,1.0,Good,2.9660890871068117,Good,58.500203752609266,L2,141.07242656270924,11.67397392,L2,Unhealthy for Sensitive Groups
Colombia,Maicao,81.0,1.0,Good,22.0,Good,1.0,Good,81.0,L1,207.9444792,14.25074733,L1,Moderate
France,Chamonix Mont Blanc,44.0,1.0,Good,31.0,Good,1.3226299712368261,Good,44.0,L0,124.1358463,-3.019315748,L0,Good
Iran (Islamic Republic of),Abhar,72.0,1.0,Good,46.0,Good,0.0,Good,72.0,L1,182.3899128,10.21734414,L1,Moderate
France,Cernay,66.0,1.0,Good,55.0,Moderate,0.0,Good,66.0,L1,158.7093558,11.19558101,L1,Moderate
Russian Federation,Ivdel,52.0,1.0,Good,38.0,Good,0.0,Good,52.0,L1,136.8616196,-3.363705271,L1,Moderate
Belgium,Brecht,48.0,1.0,Good,31.0,Good,6.0,Good,48.0,L0,141.3579781,4.508005063,L0,Good
Armenia,Kapan,92.0,1.0,Good,37.0,Good,0.0,Good,92.0,L1,237.6402008,8.277204455,L1,Moderate
Spain,Moron De La Frontera,31.0,1.0,Good,22.0,Good,4.0,Good,31.0,L0,90.33155656,-0.344703704,L0,Good
India,Dharmavaram,81.0,1.0,Good,27.0,Good,0.0,Good,81.0,L1,224.7307472,-2.704545053,L1,Moderate
Guatemala,San Juan Chamelco,65.0,1.0,Good,11.0,Good,5.0,Good,65.0,L1,165.3612483,3.815208989,L1,Moderate
Brazil,Lagoa Formosa,40.0,1.0,Good,1.0,Good,2.434221900772118,Good,40.0,L0,91.50827896,5.09925872,L0,Good
Hungary,Vecses,49.0,1.0,Good,28.0,Good,2.0,Good,49.0,L0,119.2180373,-5.069874648,L0,Good
Germany,Usingen,33.0,1.0,Good,33.0,Good,3.0,Good,33.0,L0,62.59718292,3.69026794,L0,Good
South Africa,Barkly West,29.0,1.0,Good,21.0,Good,0.0,Good,29.0,L0,71.48055558,3.692439011,L0,Good
India,Krishnanagar,53.977283367558414,1.0,,28.286230473748684,Unhealthy for Sensitive Groups,2.0,Good,51.40072823708306,L3,139.87456017939988,7.453320017,L3,Unhealthy
Mexico,Tulancingo,55.673767931688396,1.0,Good,31.0,Good,6.0,Good,54.21015734763592,L3,144.35037320968567,0.59264744,L3,Unhealthy
United States of America,Pleasanton,54.0,1.0,Good,28.0,Good,7.0,Good,54.0,L1,140.8534396,9.202241634,L1,Moderate
Germany,Lindenberg,110.0,1.0,Good,23.0,Good,2.0,Good,110.0,L2,282.5057249,2.59430643,L2,Unhealthy for Sensitive Groups
Brazil,Blumenau,40.0,1.0,,6.0,Good,2.255108130683588,Good,40.0,L0,105.6882366,4.237580481,L0,Good
Bolivia (Plurinational State of),Guajara Mirim,28.0,1.0,,6.0,Good,0.0,Good,28.0,L0,82.5792185,8.174955927,L0,Good
Italy,Fara In Sabina,63.0,1.0,,43.31652743880928,Moderate,0.0,Good,43.0,L0,164.8873793,10.15193014,L0,Moderate
Democratic Republic of the Congo,Lusambo,56.75004611536186,1.0,Good,16.0,Good,7.0,Good,59.03107947736489,L3,147.0391385757052,5.816805249910231,L3,Unhealthy
Denmark,Silkeborg,40.0,1.0,,31.0,Good,2.0,Good,40.0,L0,115.8771043,-2.372742621,L0,Good
Belgium,Heist Op Den Berg,37.0,1.0,Good,25.0,Good,4.0,Good,37.0,L0,104.664302,5.140459933,L0,Good
India,Lingsugur,97.0,1.0,Good,29.0,Good,0.0,Good,97.0,L1,223.5801811,8.619618371,L1,Moderate
India,Lakhnau,51.929455671634294,1.0,Good,30.557059511810593,Moderate,1.0,Good,48.80842049334955,L5,134.9808796103899,-2.384381189,L5,Hazardous
Argentina,Necochea,23.0,1.0,Good,23.0,Good,1.3313938368675675,Good,17.0,L0,56.6947655,7.845054629,L0,Good
Romania,Flamanzi,68.0,1.0,Good,31.0,Good,0.0,Good,68.0,L1,185.5603037,5.517879426,L1,Moderate
India,Jalandhar,52.06979126660945,1.0,Good,30.505248653494174,Unhealthy for Sensitive Groups,1.0,Good,48.92496561590808,L3,135.30650264463867,-1.423155469,L3,Unhealthy
India,Katihar,65.0,1.0,Good,44.0,Good,1.0,Good,65.0,L1,153.7753445,5.089061101,L1,Moderate
Brazil,Itatiaia,56.0,1.0,Good,10.0,Good,3.0,Good,56.0,L1,133.277175,2.187392733,L1,Moderate
Mexico,Cuilapam,72.0,1.0,Good,4.0,Good,7.0,Good,72.0,L1,182.5344639,1.076114601,L1,Moderate
United States of America,North Ridgeville,43.0,1.0,Good,39.0,Good,3.0,Good,43.0,L0,110.0560016,7.879238872,L0,Good
Republic of North Macedonia,Zajas,107.52091211152086,1.0,,37.0,Good,0.0,Good,113.0,L2,273.34327812999254,4.347543814,L2,Unhealthy for Sensitive Groups
Cuba,Aguada De Pasajeros,35.0,1.0,,35.0,Good,0.0,Good,29.0,L0,104.1446469,5.045650257,L0,Good
Colombia,Salamina,65.0,1.0,,6.0,Good,5.0,Good,65.0,L1,169.6975808,11.73392713,L1,Moderate
India,Arumuganeri,50.0,1.0,Good,29.0,Good,0.0,Good,50.0,L0,145.5484024,-0.381104673,L0,Good
India,Alandi,50.3873663132749,1.0,,24.0,Good,0.0,Good,48.6367254749803,L2,131.29160092662528,-7.344557032,L2,Unhealthy for Sensitive Groups
Guinea-Bissau,Cacheu,52.76144853401017,1.0,,27.0,Good,1.0,Good,50.25007843276672,L2,136.92218370538828,3.877922863,L2,Unhealthy for Sensitive Groups
Myanmar,Akyab,52.00010379015027,1.0,Good,46.0,Good,0.0,Good,44.72886230507845,L2,134.94526253760066,0.301086279,L2,Unhealthy for Sensitive Groups
Germany,Bensheim,34.0,1.0,Good,31.0,Good,1.258408873053743,Good,29.0,L0,79.21655208,6.950834446,L0,Good
Turkey,Mustafakemalpasa,37.0,1.0,,37.0,Good,1.0,Good,26.0,L0,98.90205126,12.18679066,L0,Good
Spain,Algete,28.0,1.0,Good,17.0,Good,5.0,Good,28.0,L0,76.92619148,5.945707598,L0,Good
Turkey,Gerede,39.0,1.0,Good,39.0,Good,0.0,Good,20.0,L0,103.0042676,13.28770847,L0,Good
United States of America,Batavia,78.0,1.0,Good,3.0,Good,3.1603410392313336,Good,78.0,L1,210.7729367,10.41161842,L1,Moderate
Brazil,Itaocara,58.0,1.0,Good,4.0,Good,2.748313886003902,Good,58.0,L1,159.7781555,8.866254727,L1,Moderate
,Korsor,35.0,1.0,Good,35.0,Good,0.0,Good,29.0,L0,84.46565726,9.713743939,L0,Good
France,Reims,49.0,1.0,Good,26.0,Good,3.0,Good,49.0,L0,130.7548511,-8.352830619,L0,Good
France,Tourcoing,46.0,1.0,Good,36.0,Good,2.0,Good,46.0,L0,120.0030496,-3.343454817,L0,Good
Brazil,Correia Pinto,18.0,1.0,Good,18.0,Good,0.0,Good,14.0,L0,56.53368384,1.78126027,L0,Good
United Kingdom of Great Britain and Northern Ireland,Consett,31.0,1.0,Good,31.0,Good,2.0,Good,22.0,L0,88.45157025,-2.093425216,L0,Good
United States of America,Hesperia,75.0,1.0,Good,22.0,Good,2.2432985478503076,Good,75.0,L1,159.4210005,1.67848808,L1,Moderate
India,Puranpur,53.689819436495604,1.0,,29.90714629754211,Unhealthy for Sensitive Groups,1.0,Good,50.27035757894545,L5,139.06548117278865,9.673193567,L5,Hazardous
United States of America,Saddle Brook,102.38865969285399,1.0,Good,8.0,Good,3.5129829076425754,Good,115.0,L2,260.9451938230722,0.728809261,L2,Unhealthy for Sensitive Groups
United States of America,Bossier City,45.0,1.0,Good,45.0,Good,1.0,Good,43.0,L0,118.9999509,1.996485366,L0,Good
Guatemala,Patzun,108.64669398344526,1.0,Good,4.0,Good,3.5662678839186994,Good,114.0,L2,285.0012757,1.420071483,L2,Unhealthy for Sensitive Groups
Australia,Busselton,32.0,1.0,Good,32.0,Good,0.0,Good,8.0,L0,83.71948821,-1.392048721,L0,Good
India,Alwaye,83.0,1.0,,25.0,Good,1.0,Good,83.0,L1,210.3328499,2.797945087,L1,Moderate
Japan,Ono,81.0,1.0,Good,24.0,Good,2.3872644226884145,Good,81.0,L1,203.064784,5.374225775,L1,Moderate
United States of America,Park Ridge,64.0,1.0,Good,31.0,Good,1.9676982672823664,Good,64.0,L1,150.927889,9.423009032,L1,Moderate
